ID,NameSubtext_lang,Description_lang,AuraDescription_lang
852,Rank 2,Teaches Polymorph: Chicken.,
853,Rank 1,Stuns the target for $d.,Stunned.
854,Rank 4,Teaches Fireball (Rank 4).,
855,,,
857,Rank 2,Magically unlocks treasure chests and other locked items.,
858,Rank 2,Teaches Khadgar's Unlocking (Rank 2).,
860,Rank 6,Teaches Renew (Rank 6).,
862,Rank 2,Teaches Drain Mana (Rank 2).,
863,,,
864,Rank 1,Teaches Seal of Righteousness (Rank 1).,
865,Rank 2,Blasts enemies near the caster for ${$m1*$<frostdamage>} to ${$M1*$<frostdamage>} Frost damage and freezes them in place for up to $d.  Damage caused may interrupt the effect.,Frozen in place.
866,Rank 2,Teaches Frost Nova (Rank 2).,
867,,Decreases the target's agility by $s1.,
870,Rank 4,Teaches Renew (Rank 4).,
871,,"Reduces the damage taken from melee attacks, ranged attacks and spells by $s1% for $d.",Damage reduced by $s1%.
872,Rank 2,Teaches Flamestrike (Rank 2).,
874,Rank 1,Teaches Fire Ward.,
877,,,
879,Rank 1,Causes $s1 Holy damage to an Undead or Demon target.,
880,Rank 5,Teaches Moonfire (Rank 5).,
882,Rank 6,Teaches Holy Smite (Rank 6).,
883,,Summons your pet to you.,
885,,"Turns the caster invisible for $d, though this spell is unstable and may end early.",Invisibility.
886,Rank 2,Teaches Invisibility.,
890,Rank 5,Teaches Renew (Rank 5).,
894,Rank 2,Teaches Blink (Rank 2).,
895,,,
897,,,
898,,Creates a Potion of Fervor.,
900,Rank 3,Teaches Molten Blast (Rank 3).,
902,Rank 3,Teaches Spirit Armor (Rank 3).,
905,Rank 3,"The caster is surrounded by $n balls of lightning.  When a spell, melee or ranged attack hits the caster, the attacker will be struck for $26366s1 Nature damage.  This expends one lightning ball.  Only one ball will fire every few seconds.  Lasts $d.",Causes $26366s1 Nature damage to attacker on hit.
906,Rank 3,Teaches Lightning Shield (Rank 3).,
908,Rank 1,Teaches Thunderbolt.,
910,Rank 3,Teaches Unyielding Will (Rank 3).,
913,Rank 4,Heals a friendly target for $s1.,
914,Rank 4,Teaches Healing Wave (Rank 4).,
915,Rank 4,Casts a bolt of lightning at the target for $s1 Nature damage.,
918,Rank 1,Teaches Create Spellstone.,
920,Rank 1,Teaches Chain Lightning (Rank 1).,
921,,Pick the target's pocket.,
922,Rank 1,Teaches Sense Undead.,
924,Rank 4,Teaches Molten Blast (Rank 4).,
926,Rank 2,Teaches Thunderclap (Rank 2).,
928,Rank 1,Teaches Eye of Kilrogg.,
930,Rank 2,"Hurls a lightning bolt at the enemy, dealing $s1 Nature damage and then jumping to additional nearby enemies.  Each jump reduces the damage by $?a415096[20%][30%].  Affects $x1 total targets.",
931,Rank 2,Teaches Exorcism (Rank 2).,
932,,Restores target's mana.,
935,Rank 4,,
936,Rank 1,Teaches Holy Ward.,
939,Rank 5,Heals a friendly target for $s1.,
940,Rank 1,Teaches Greater Healing Wave (Rank 1).,
943,Rank 5,Casts a bolt of lightning at the target for $s1 Nature damage.,
944,Rank 5,Teaches Lightning Bolt (Rank 5).,
945,Rank 4,"The caster is surrounded by $n balls of lightning.  When a spell, melee or ranged attack hits the caster, the attacker will be struck for $26367s1 Nature damage.  This expends one lightning ball.  Only one ball will fire every few seconds.  Lasts $d.",Causes $26367s1 Nature damage to attacker on hit.
946,Rank 4,Teaches Lightning Shield (Rank 4).,
950,Rank 1,Teaches Mind Bomb.,
952,Rank 5,Teaches Molten Blast (Rank 5).,
956,Rank 1,Teaches Curse of Tongues (Rank 1).,
959,Rank 6,Heals a friendly target for $s1.,
960,Rank 2,Teaches Greater Healing Wave (Rank 2).,
962,Rank 4,Teaches Moonfire (Rank 4).,
964,Rank 3,Teaches Heal (Rank 3).,
967,Rank 1,Teaches Group Astral Recall.,
968,,,
970,Rank 3,A word of darkness that causes $o1 Shadow damage over $d.,$s1 Shadow damage every $t1 seconds.
971,Rank 3,Teaches Shadow Word: Pain (Rank 3).,
973,Rank 1,Teaches Holy Protection.,
974,Rank 1,"Protects the target with an earthen shield, reducing casting or channeling time lost when damaged by $s2%  and causing attacks to heal the shielded target for $<heal>.  This effect can only occur once every few seconds.  $n charges.  Lasts $d.  Earth Shield can only be placed on one target at a time and only one Elemental Shield can be active on a target at a time.",Reduces casting or channeling time lost when damaged by $s2% and attacks heal the shielded target for $s1.
976,Rank 1,Increases the target's resistance to Shadow spells by $s1 for $d.,Shadow resistance increased by $s1.
977,Rank 1,Teaches Shadow Protection.,
979,Rank 3,Teaches Corruption (Rank 3).,
980,Rank 1,"Curses the target with agony, causing $o1 Shadow damage over $d.  This damage is dealt slowly at first, and builds up as the Curse reaches its full duration.  Only one Curse per Warlock can be active on any one target.",$o1 Shadow damage over $d.
981,Rank 1,Teaches Curse of Agony (Rank 1).,
982,,"Revive your pet, returning it to life with $s1% of its health.",
983,Rank 4,Teaches Heal (Rank 4).,
984,Rank 4,Smite an enemy for $s1 Holy damage.,
985,Rank 4,Teaches Holy Smite (Rank 4).,
988,Rank 2,"Dispels magic on the target, removing $s1 harmful $lspell:spells; from a friend or $s1 beneficial $lspell:spells; from an enemy.",
989,Rank 2,Teaches Dispel Magic (Rank 2).,
990,Rank 3,"Conjures $s1 $lloaf:loaves; of rye, providing the mage and $ghis:her; allies with something to eat.

Conjured items disappear if logged out for more than 15 minutes.",
991,Rank 3,Teaches Conjure Food (Rank 3).,
992,Rank 4,A word of darkness that causes $o1 Shadow damage over $d.,$s1 Shadow damage every $t1 seconds.
993,Rank 4,Teaches Shadow Word: Pain (Rank 4).,
994,,Increase party's armor until duration expires or the priest stops praying.,
996,Rank 2,A powerful prayer heals party members within $a1 yards for $s1.,
997,Rank 2,Teaches Prayer of Healing (Rank 2).,
999,Rank 2,Teaches Shadow Word: Fumble (Rank 2).,
1002,,Take direct control of your pet and see through its eyes for $d.,Directly controlling pet.
1003,Rank 2,Teaches Shadow Word: Befuddle (Rank 2).,
1004,Rank 5,Smite an enemy for $s1 Holy damage.,
1005,Rank 5,Teaches Holy Smite (Rank 5).,
1006,Rank 4,"A burst of Holy energy fills the caster, increasing armor by $s1.  Each melee or ranged damage hit against the priest will remove one charge.  Lasts $d or until $n charges are used.",Increases armor by $s1.
1007,Rank 4,Teaches Inner Fire (Rank 3).,
1008,Rank 1,"Amplifies magic used against the targeted party member, increasing damage taken from spells by up to $s1 and healing spells by up to $s2.  Lasts $d.",Increases magic damage taken by up to $s1 and healing by up to $s2.
1009,Rank 1,Pummels an enemy.,Pummeled.
1010,Rank 1,"Curse the target with idiocy, reducing Intellect and Spirit by $s1 every $t3 seconds until each is reduced by a total of $*15;s1.  Only one Curse per Warlock can be active on any one target.",Intellect and Spirit reduced.
1011,Rank 1,Teaches Turn Undead (Rank 1).,
1012,Rank 1,Increases your attack rating with Swords by 3.,
1013,Rank 1,,
1014,Rank 2,"Curses the target with agony, causing $o1 Shadow damage over $d.  This damage is dealt slowly at first, and builds up as the Curse reaches its full duration.  Only one Curse per Warlock can be active on any one target.",$o1 Shadow damage over $d.
1015,Rank 2,Teaches Curse of Agony (Rank 2).,
1017,Rank 1,Teaches Sense Demons.,
1020,Rank 2,"Protects the paladin from all damage and spells for $d, but increases the time between your attacks by $s2%.  Once protected, the target cannot be made invulnerable by Divine Shield, Divine Protection or Blessing of Protection again for $25771d.","Immune to all attacks and spells, but increases the time between your attacks by $s2%."
1021,Rank 2,Teaches Divine Shield (Rank 2).,
1022,Rank 1,"A targeted party member is protected from all physical attacks for $d, but during that time they cannot attack or use physical abilities.  Players may only have one Blessing on them per Paladin at any one time.  Once protected, the target cannot be made invulnerable by Divine Shield, Divine Protection or Blessing of Protection again for $25771d.",Immune to physical attacks.  Cannot attack or use physical abilities.
1023,Rank 1,Teaches Seal of Protection (Rank 1).,
1025,Rank 2,Teaches Corruption (Rank 2).,
1026,Rank 4,Heals a friendly target for $s1.,
1027,Rank 4,Teaches Holy Light (Rank 4).,
1029,Rank 3,Teaches Curse of Agony (Rank 3).,
1031,Rank 3,Teaches Curse of Weakness (Rank 3).,
1032,Rank 5,Gives $s1 additional armor to party members within $a1 yards.  Players may only have one Aura on them per Paladin at any one time.,Increases armor by $s1.
1033,Rank 1,,
1035,Rank 1,,
1037,Rank 1,Teaches Seal of Fury (Rank 1).,
1038,,"Places a Blessing on the party member, reducing the amount of all threat generated by $s1% for $d.  Players may only have one Blessing on them per Paladin at any one time.",Reduces threat generated by $s1%.
1039,Rank 1,Teaches Seal of Salvation (Rank 1).,
1042,Rank 5,Heals a friendly target for $s1.,
1043,Rank 5,Teaches Holy Light (Rank 5).,
1044,,"Places a Blessing on the friendly target, granting immunity to movement impairing effects for $d.  Players may only have one Blessing on them per Paladin at any one time.",Immune to movement impairing effects.
1045,Rank 1,Teaches Fear (Rank 1).,
1049,Rank 3,Teaches Create Healthstone.,
1050,,,
1053,Rank 1,Teaches Counterspell.,
1054,,Enchants a weapon with fire.,
1055,,,
1056,,,
1058,Rank 2,Heals the target for $o1 over $d.,Heals $s1 damage every $t1 seconds.
1059,Rank 2,Teaches Rejuvenation (Rank 2).,
1062,Rank 2,Roots the target in place and causes $o2 Nature damage over $d.  Damage caused may interrupt the effect.  Only useable outdoors.,Rooted.  Causes $s2 Nature damage every $t2 seconds.
1063,Rank 2,Teaches Entangling Roots (Rank 2).,
1064,Rank 1,"Heals the friendly target for $s1, then jumps to heal additional nearby targets.  If cast on a party member, the heal will only jump to other party members.  Each jump is $?a415096[65%][50%] as effective as the previous target.  Heals $x1 total targets.",
1065,Rank 1,,
1066,Shapeshift,"Shapeshift into aquatic form, increasing swim speed by $5421s1% and allowing the druid to breathe underwater.  Also protects the caster from Polymorph effects.

The act of shapeshifting frees the caster of Polymorph and Movement Impairing effects.",Immune to Polymorph effects.  Increases swim speed by $5421s1% and allows underwater breathing.
1070,Rank 3,Teaches Faerie Fire (Rank 3).,
1075,Rank 3,Thorns sprout from the friendly target causing $s1 Nature damage to attackers when hit.  Lasts $d.,Causes $s1 Nature damage to attackers.
1076,Rank 3,Teaches Thorns (Rank 3).,
1079,Rank 1,"Finishing move that causes damage over time.  Damage increases per combo point and by your Attack Power:
   1 point  : ${$<ticks>*$<mult>*($m1+$b1)} damage over $d.
   2 points: ${$<ticks>*$<mult>*($m1+2*$b1)} damage over $d.
   3 points: ${$<ticks>*$<mult>*($m1+3*$b1)} damage over $d.
   4 points: ${$<ticks>*$<mult>*($m1+4*$b1)} damage over $d.
   5 points: ${$<ticks>*$<mult>*($m1+5*$b1)} damage over $d.",Bleed damage every $t1 seconds.
1082,Rank 1,"Claw the enemy, causing $s1 additional damage.  Awards $s2 combo $lpoint:points;.",
1084,,Blasts a target for $s1 Fire damage.,
1086,Rank 2,"Protects the caster, increasing armor by $s1, Shadow resistance by $s2 and restores $s3 health every 5 sec. for $d.","Increases armor by $s1, Shadow resistance by $s2 and restores $s3 health every 5 sec."
1087,Rank 2,Teaches Demon Armor (Rank 2).,
1088,Rank 4,"Sends a shadowy bolt at the enemy, causing $s1 Shadow damage.",
1089,Rank 4,Teaches Shadow Bolt (Rank 4).,
1090,Rank 2,Puts the enemy target to sleep for up to $d.  Any damage caused will awaken the target.  Only one target can be asleep at a time.,Asleep.
1091,Rank 2,Teaches Sleep (Rank 2).,
1094,Rank 3,Burns the enemy for ${$m2*$<mult>} Fire damage and then an additional $o1 Fire damage over $d.,$s1 Fire damage every $t1 seconds.
1095,Rank 3,Teaches Immolate (Rank 3).,
1096,,Blasts a target for $s1 Fire damage.,
1098,Rank 1,"Subjugates the target demon, up to level $m1, forcing it to do your bidding.  While subjugated, the time between the demon's attacks is increased by $s2% and its casting speed is slowed by $s3%.  Lasts up to $d.  If you repeatedly subjugate the same demon, it will become more difficult to control with each attempt.",Enslaved.
1101,Rank 1,Teaches Mana Funnel.,
1105,Rank 3,Teaches Seal of Wisdom (Rank 3).,
1106,Rank 5,"Sends a shadowy bolt at the enemy, causing $s1 Shadow damage.",
1107,Rank 1,Teaches Corruption (Rank 1).,
1108,Rank 2,Damage caused by the target is reduced by $s1 for $d.  Only one Curse per Warlock can be active on any one target.,Physical damage done reduced by $s1.
1109,Rank 2,Teaches Curse of Weakness (Rank 2).,
1112,,,
1114,Rank 1,Increases your chance to dodge by $s1%.,
1116,,,
1117,Rank 1,,
1120,Rank 1,"Drains the soul of the target, causing $o2 Shadow damage over $d.  If the target dies while being drained, and yields experience or honor, the caster gains a Soul Shard.  Soul Shards are required for other spells.",$s2 Shadow damage every $t2 seconds.
1121,,,Entangled
1122,Summon,"Summons a meteor from the Twisting Nether, causing $22699s1 Fire damage and stunning all enemy targets in the area for $20310d.  An Infernal rises from the crater, under the command of the caster for $20882d.  Once control is lost, the Infernal must be Subjugated to maintain control.  Can only be used outdoors.",
1123,,Teaches Ritual of Doom.,
1124,,Blasts all enemies in a 10 yard radius with $s1 flame damage.,
1126,Rank 1,Increases the friendly target's armor by $s1 for $d.,Increases armor by $s1.
1127,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
1129,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
1130,Rank 1,"Places the Hunter's Mark on the target, increasing the Ranged Attack Power of all attackers against that target by $s2.  In addition, the target of this ability can always be seen by the hunter whether it stealths or turns invisible.  The target also appears on the mini-map.  Lasts for $d.",All attackers gain $s2 Ranged Attack Power against this target.
1131,,Restores $o1 health over $d.  Must remain seated while eating.,Restores $/5;s1 health per second.
1132,,,
1133,,Restores $o1 mana over $d.  Must remain seated while drinking.,Restores $/5;s1 mana per second.
1135,,Restores $o1 mana over $d.  Must remain seated while drinking.,Restores $/5;s1 mana per second.
1137,,Restores $o1 mana over $d.  Must remain seated while drinking.,Restores $/5;s1 mana per second.
1138,,Increases Frost and Shadow resistance by $s1 for $d.,Increased Frost and Shadow resistance.
1139,,Increases time between target's attacks by $s1% for $d.,Slowed attack speed.
1140,,,
1141,,,
1142,Rank 1,,
1146,Rank 1,Increases your health regeneration rate.,
1147,Rank 2,Increases your health regeneration rate.,
1148,Rank 3,Increases your health regeneration rate.,
1149,Rank 4,Increases your health regeneration rate.,
1150,Rank 1,Teaches Mind Vision (Rank 1).,
1151,Rank 1,,
1152,,"Purifies the friendly target, removing $s1 disease effect and $s2 poison effect.",
1153,Rank 2,Teaches Heal (Rank 2).,
1159,Rank 2,Heals $o1 damage over $d.,Healing $s1 damage every $t1 seconds.
